day,team_1,team_2,rpi_1,rpi_2,sos_1,sos_2,history,seed_1,W_1,L_1,n_played_1,H_W_1,H_L_1,A_W_1,A_L_1,N_W_1,N_L_1,avg_ppg_1,avg_ppga_1,avg_fgm_1,avg_fga_1,avg_fgm3_1,avg_fga3_1,avg_ftm_1,avg_fta_1,avg_or_1,avg_dr_1,avg_ast_1,avg_to_1,avg_stl_1,avg_blk_1,avg_pf_1,W_last_8_1,L_last_8_1,n_played_last_8_1,H_W_last_8_1,H_L_last_8_1,A_W_last_8_1,A_L_last_8_1,N_W_last_8_1,N_L_last_8_1,avg_ppg_last_8_1,avg_ppga_last_8_1,avg_fgm_last_8_1,avg_fga_last_8_1,avg_fgm3_last_8_1,avg_fga3_last_8_1,avg_ftm_last_8_1,avg_fta_last_8_1,avg_or_last_8_1,avg_dr_last_8_1,avg_ast_last_8_1,avg_to_last_8_1,avg_stl_last_8_1,avg_blk_last_8_1,avg_pf_last_8_1,seed_2,W_2,L_2,n_played_2,H_W_2,H_L_2,A_W_2,A_L_2,N_W_2,N_L_2,avg_ppg_2,avg_ppga_2,avg_fgm_2,avg_fga_2,avg_fgm3_2,avg_fga3_2,avg_ftm_2,avg_fta_2,avg_or_2,avg_dr_2,avg_ast_2,avg_to_2,avg_stl_2,avg_blk_2,avg_pf_2,W_last_8_2,L_last_8_2,n_played_last_8_2,H_W_last_8_2,H_L_last_8_2,A_W_last_8_2,A_L_last_8_2,N_W_last_8_2,N_L_last_8_2,avg_ppg_last_8_2,avg_ppga_last_8_2,avg_fgm_last_8_2,avg_fga_last_8_2,avg_fgm3_last_8_2,avg_fga3_last_8_2,avg_ftm_last_8_2,avg_fta_last_8_2,avg_or_last_8_2,avg_dr_last_8_2,avg_ast_last_8_2,avg_to_last_8_2,avg_stl_last_8_2,avg_blk_last_8_2,avg_pf_last_8_2,result
134.92769712549955,Baylor,N Mex State,0.641,0.56,11.4,-3.8,0.0,3.0,24.0,7.0,31.0,14.0,4.0,6.0,2.0,4.0,1.0,71.6129032258,63.0322580645,25.7741935484,55.2258064516,6.61290322581,18.7096774194,13.4516129032,18.9032258065,12.6774193548,24.935483871,15.4838709677,13.4193548387,5.12903225806,4.87096774194,17.6774193548,4.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,69.0,65.625,25.5,56.0,6.875,19.375,11.125,16.25,14.5,23.375,14.625,12.75,3.75,4.25,19.0,14.0,25.0,5.0,30.0,14.0,4.0,8.0,1.0,3.0,0.0,77.4333333333,68.0666666667,26.1666666667,56.5666666667,7.4,22.1333333333,17.7,24.9666666667,12.4666666667,26.4333333333,14.6666666667,13.7333333333,4.86666666667,3.5,18.6,6.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,82.25,71.875,26.625,56.25,7.5,22.5,21.5,30.5,12.625,26.875,15.5,12.625,5.5,3.125,19.25,win
134.92769712549955,N Mex State,Baylor,0.56,0.641,-3.8,11.4,0.0,14.0,25.0,5.0,30.0,14.0,4.0,8.0,1.0,3.0,0.0,77.4333333333,68.0666666667,26.1666666667,56.5666666667,7.4,22.1333333333,17.7,24.9666666667,12.4666666667,26.4333333333,14.6666666667,13.7333333333,4.86666666667,3.5,18.6,6.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,82.25,71.875,26.625,56.25,7.5,22.5,21.5,30.5,12.625,26.875,15.5,12.625,5.5,3.125,19.25,3.0,24.0,7.0,31.0,14.0,4.0,6.0,2.0,4.0,1.0,71.6129032258,63.0322580645,25.7741935484,55.2258064516,6.61290322581,18.7096774194,13.4516129032,18.9032258065,12.6774193548,24.935483871,15.4838709677,13.4193548387,5.12903225806,4.87096774194,17.6774193548,4.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,69.0,65.625,25.5,56.0,6.875,19.375,11.125,16.25,14.5,23.375,14.625,12.75,3.75,4.25,19.0,lose
134.49709273124896,S Carolina,Marquette,0.596,0.568,7.1,9.0,0.0,7.0,21.0,10.0,31.0,14.0,5.0,6.0,3.0,1.0,2.0,71.4838709677,64.5483870968,24.2580645161,59.064516129,6.64516129032,19.9032258065,16.3225806452,23.6129032258,12.5161290323,23.4838709677,12.4193548387,13.4193548387,7.90322580645,3.67741935484,20.935483871,3.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,68.625,69.875,23.25,56.75,5.25,18.625,16.875,24.75,11.0,21.375,11.0,13.125,6.375,2.625,19.375,10.0,19.0,12.0,31.0,14.0,6.0,4.0,3.0,1.0,3.0,82.5161290323,75.0,28.8387096774,59.1935483871,10.4838709677,24.3548387097,14.3548387097,18.4193548387,8.83870967742,24.4193548387,16.5483870968,12.1935483871,7.35483870968,3.61290322581,19.3870967742,4.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,79.25,75.25,28.0,58.375,10.75,24.25,12.5,16.375,7.75,24.25,15.75,12.375,6.75,4.125,20.0,win
134.49709273124896,Marquette,S Carolina,0.568,0.596,9.0,7.1,0.0,10.0,19.0,12.0,31.0,14.0,6.0,4.0,3.0,1.0,3.0,82.5161290323,75.0,28.8387096774,59.1935483871,10.4838709677,24.3548387097,14.3548387097,18.4193548387,8.83870967742,24.4193548387,16.5483870968,12.1935483871,7.35483870968,3.61290322581,19.3870967742,4.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,79.25,75.25,28.0,58.375,10.75,24.25,12.5,16.375,7.75,24.25,15.75,12.375,6.75,4.125,20.0,7.0,21.0,10.0,31.0,14.0,5.0,6.0,3.0,1.0,2.0,71.4838709677,64.5483870968,24.2580645161,59.064516129,6.64516129032,19.9032258065,16.3225806452,23.6129032258,12.5161290323,23.4838709677,12.4193548387,13.4193548387,7.90322580645,3.67741935484,20.935483871,3.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,68.625,69.875,23.25,56.75,5.25,18.625,16.875,24.75,11.0,21.375,11.0,13.125,6.375,2.625,19.375,lose
134.7881792122412,Duke,Troy,0.637,0.494,12.5,-2.3,0.0,2.0,27.0,8.0,35.0,15.0,6.0,3.0,1.0,9.0,1.0,80.6571428571,69.8285714286,27.6571428571,58.0,8.22857142857,21.8857142857,17.1142857143,22.5714285714,10.4571428571,25.8571428571,13.0857142857,11.2857142857,5.91428571429,4.48571428571,18.0571428571,5.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,76.375,74.25,26.125,58.0,7.0,20.25,17.125,22.25,10.875,24.125,10.125,10.375,6.125,4.625,17.0,15.0,20.0,14.0,34.0,9.0,10.0,5.0,4.0,6.0,0.0,75.7352941176,72.1176470588,25.4411764706,57.0294117647,8.14705882353,23.0,16.7058823529,23.1470588235,10.6470588235,25.0882352941,12.2352941176,12.2352941176,5.88235294118,3.38235294118,17.5882352941,6.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,71.375,65.125,23.75,53.5,7.0,21.0,16.875,23.125,8.125,24.0,11.375,9.5,6.875,2.375,15.375,win
134.7881792122412,Troy,Duke,0.494,0.637,-2.3,12.5,0.0,15.0,20.0,14.0,34.0,9.0,10.0,5.0,4.0,6.0,0.0,75.7352941176,72.1176470588,25.4411764706,57.0294117647,8.14705882353,23.0,16.7058823529,23.1470588235,10.6470588235,25.0882352941,12.2352941176,12.2352941176,5.88235294118,3.38235294118,17.5882352941,6.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,71.375,65.125,23.75,53.5,7.0,21.0,16.875,23.125,8.125,24.0,11.375,9.5,6.875,2.375,15.375,2.0,27.0,8.0,35.0,15.0,6.0,3.0,1.0,9.0,1.0,80.6571428571,69.8285714286,27.6571428571,58.0,8.22857142857,21.8857142857,17.1142857143,22.5714285714,10.4571428571,25.8571428571,13.0857142857,11.2857142857,5.91428571429,4.48571428571,18.0571428571,5.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,76.375,74.25,26.125,58.0,7.0,20.25,17.125,22.25,10.875,24.125,10.125,10.375,6.125,4.625,17.0,lose
134.4477790820285,Gonzaga,S Dakota St,0.645,0.507,7.3,-1.0,0.0,1.0,32.0,1.0,33.0,15.0,0.0,9.0,1.0,8.0,0.0,84.5757575758,61.1515151515,30.3636363636,58.6363636364,7.30303030303,19.1212121212,16.5454545455,22.4242424242,9.36363636364,30.9393939394,16.0303030303,11.303030303,7.15151515152,4.45454545455,16.4545454545,7.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,81.5,59.625,28.875,54.5,5.625,15.0,18.125,24.75,7.0,33.25,13.375,11.375,6.375,4.625,14.875,16.0,16.0,16.0,32.0,9.0,12.0,3.0,2.0,4.0,2.0,77.09375,78.15625,25.25,55.53125,9.21875,25.53125,17.375,22.5625,9.0625,25.6875,13.03125,12.84375,5.09375,2.25,17.0625,6.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,82.0,76.75,27.375,56.375,8.875,23.25,18.375,23.5,8.75,26.875,12.375,12.0,4.625,2.875,18.75,win
134.4477790820285,S Dakota St,Gonzaga,0.507,0.645,-1.0,7.3,0.0,16.0,16.0,16.0,32.0,9.0,12.0,3.0,2.0,4.0,2.0,77.09375,78.15625,25.25,55.53125,9.21875,25.53125,17.375,22.5625,9.0625,25.6875,13.03125,12.84375,5.09375,2.25,17.0625,6.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,82.0,76.75,27.375,56.375,8.875,23.25,18.375,23.5,8.75,26.875,12.375,12.0,4.625,2.875,18.75,1.0,32.0,1.0,33.0,15.0,0.0,9.0,1.0,8.0,0.0,84.5757575758,61.1515151515,30.3636363636,58.6363636364,7.30303030303,19.1212121212,16.5454545455,22.4242424242,9.36363636364,30.9393939394,16.0303030303,11.303030303,7.15151515152,4.45454545455,16.4545454545,7.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,81.5,59.625,28.875,54.5,5.625,15.0,18.125,24.75,7.0,33.25,13.375,11.375,6.375,4.625,14.875,lose
134.58272789858975,Northwestern,Vanderbilt,0.577,0.588,7.4,8.6,0.0,8.0,23.0,10.0,33.0,14.0,5.0,5.0,3.0,4.0,2.0,71.2727272727,64.9393939394,25.2424242424,57.9696969697,7.18181818182,20.8484848485,13.6060606061,18.0909090909,10.8181818182,25.4545454545,15.2424242424,10.6060606061,5.12121212121,5.12121212121,19.0303030303,4.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,64.375,66.75,23.5,53.0,5.5,17.75,11.875,17.0,8.75,22.0,12.125,10.625,4.375,3.125,16.5,9.0,19.0,15.0,34.0,11.0,6.0,5.0,5.0,3.0,4.0,71.2647058824,68.1470588235,23.3529411765,54.1470588235,9.91176470588,26.3235294118,14.6470588235,18.8823529412,8.20588235294,26.4411764706,12.9705882353,12.3529411765,4.11764705882,3.76470588235,16.6176470588,6.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,69.375,61.125,22.25,54.0,9.625,27.125,15.25,19.75,6.875,28.375,11.0,11.375,4.875,4.75,17.0,win
134.58272789858975,Vanderbilt,Northwestern,0.588,0.577,8.6,7.4,0.0,9.0,19.0,15.0,34.0,11.0,6.0,5.0,5.0,3.0,4.0,71.2647058824,68.1470588235,23.3529411765,54.1470588235,9.91176470588,26.3235294118,14.6470588235,18.8823529412,8.20588235294,26.4411764706,12.9705882353,12.3529411765,4.11764705882,3.76470588235,16.6176470588,6.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,69.375,61.125,22.25,54.0,9.625,27.125,15.25,19.75,6.875,28.375,11.0,11.375,4.875,4.75,17.0,8.0,23.0,10.0,33.0,14.0,5.0,5.0,3.0,4.0,2.0,71.2727272727,64.9393939394,25.2424242424,57.9696969697,7.18181818182,20.8484848485,13.6060606061,18.0909090909,10.8181818182,25.4545454545,15.2424242424,10.6060606061,5.12121212121,5.12121212121,19.0303030303,4.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,64.375,66.75,23.5,53.0,5.5,17.75,11.875,17.0,8.75,22.0,12.125,10.625,4.375,3.125,16.5,lose
134.7450861885349,Notre Dame,Princeton,0.607,0.577,10.3,1.3,0.0,5.0,25.0,9.0,34.0,16.0,3.0,5.0,2.0,4.0,4.0,78.0,69.2058823529,27.5588235294,59.7941176471,9.41176470588,24.4117647059,13.4705882353,16.8529411765,9.32352941176,24.4411764706,16.0,9.44117647059,7.17647058824,3.76470588235,14.8529411765,6.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,74.0,68.875,26.375,59.375,9.25,26.375,12.0,15.875,8.75,22.125,14.0,8.0,7.875,2.25,12.625,12.0,22.0,6.0,28.0,9.0,4.0,10.0,1.0,3.0,1.0,70.8214285714,62.0357142857,25.2857142857,56.5357142857,9.89285714286,25.9642857143,10.3571428571,14.0714285714,8.10714285714,24.3571428571,13.8214285714,9.89285714286,6.78571428571,3.17857142857,16.25,8.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,72.125,56.0,25.875,55.75,9.875,24.875,10.5,13.625,8.125,23.625,14.625,8.875,7.875,3.125,15.0,win
134.7450861885349,Princeton,Notre Dame,0.577,0.607,1.3,10.3,0.0,12.0,22.0,6.0,28.0,9.0,4.0,10.0,1.0,3.0,1.0,70.8214285714,62.0357142857,25.2857142857,56.5357142857,9.89285714286,25.9642857143,10.3571428571,14.0714285714,8.10714285714,24.3571428571,13.8214285714,9.89285714286,6.78571428571,3.17857142857,16.25,8.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,72.125,56.0,25.875,55.75,9.875,24.875,10.5,13.625,8.125,23.625,14.625,8.875,7.875,3.125,15.0,5.0,25.0,9.0,34.0,16.0,3.0,5.0,2.0,4.0,4.0,78.0,69.2058823529,27.5588235294,59.7941176471,9.41176470588,24.4117647059,13.4705882353,16.8529411765,9.32352941176,24.4411764706,16.0,9.44117647059,7.17647058824,3.76470588235,14.8529411765,6.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,74.0,68.875,26.375,59.375,9.25,26.375,12.0,15.875,8.75,22.125,14.0,8.0,7.875,2.25,12.625,lose
134.5352587876646,W Virginia,Bucknell,0.606,0.564,11.1,-1.3,0.0,4.0,26.0,8.0,34.0,16.0,4.0,6.0,2.0,4.0,2.0,81.9705882353,66.3235294118,29.0,63.3235294118,7.55882352941,20.9117647059,16.4117647059,24.2058823529,14.3235294118,22.9705882353,16.7352941176,12.2647058824,10.3823529412,4.67647058824,20.5588235294,6.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,69.75,65.75,24.75,60.875,6.625,20.0,13.625,19.5,13.375,23.75,15.125,11.875,8.0,4.75,19.75,13.0,26.0,8.0,34.0,15.0,5.0,9.0,2.0,2.0,1.0,76.1470588235,67.3529411765,26.9411764706,55.9705882353,8.14705882353,21.5882352941,14.1176470588,20.7941176471,8.61764705882,25.8235294118,14.6176470588,13.2647058824,7.17647058824,3.82352941176,18.5294117647,7.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,80.375,64.75,29.625,59.625,9.625,23.375,11.5,17.375,8.125,27.0,18.125,12.5,7.5,4.375,21.375,win
134.5352587876646,Bucknell,W Virginia,0.564,0.606,-1.3,11.1,0.0,13.0,26.0,8.0,34.0,15.0,5.0,9.0,2.0,2.0,1.0,76.1470588235,67.3529411765,26.9411764706,55.9705882353,8.14705882353,21.5882352941,14.1176470588,20.7941176471,8.61764705882,25.8235294118,14.6176470588,13.2647058824,7.17647058824,3.82352941176,18.5294117647,7.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,80.375,64.75,29.625,59.625,9.625,23.375,11.5,17.375,8.125,27.0,18.125,12.5,7.5,4.375,21.375,4.0,26.0,8.0,34.0,16.0,4.0,6.0,2.0,4.0,2.0,81.9705882353,66.3235294118,29.0,63.3235294118,7.55882352941,20.9117647059,16.4117647059,24.2058823529,14.3235294118,22.9705882353,16.7352941176,12.2647058824,10.3823529412,4.67647058824,20.5588235294,6.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,69.75,65.75,24.75,60.875,6.625,20.0,13.625,19.5,13.375,23.75,15.125,11.875,8.0,4.75,19.75,lose
