day,team_1,team_2,rpi_1,rpi_2,sos_1,sos_2,history,seed_1,W_1,L_1,n_played_1,H_W_1,H_L_1,A_W_1,A_L_1,N_W_1,N_L_1,avg_ppg_1,avg_ppga_1,avg_fgm_1,avg_fga_1,avg_fgm3_1,avg_fga3_1,avg_ftm_1,avg_fta_1,avg_or_1,avg_dr_1,avg_ast_1,avg_to_1,avg_stl_1,avg_blk_1,avg_pf_1,W_last_8_1,L_last_8_1,n_played_last_8_1,H_W_last_8_1,H_L_last_8_1,A_W_last_8_1,A_L_last_8_1,N_W_last_8_1,N_L_last_8_1,avg_ppg_last_8_1,avg_ppga_last_8_1,avg_fgm_last_8_1,avg_fga_last_8_1,avg_fgm3_last_8_1,avg_fga3_last_8_1,avg_ftm_last_8_1,avg_fta_last_8_1,avg_or_last_8_1,avg_dr_last_8_1,avg_ast_last_8_1,avg_to_last_8_1,avg_stl_last_8_1,avg_blk_last_8_1,avg_pf_last_8_1,seed_2,W_2,L_2,n_played_2,H_W_2,H_L_2,A_W_2,A_L_2,N_W_2,N_L_2,avg_ppg_2,avg_ppga_2,avg_fgm_2,avg_fga_2,avg_fgm3_2,avg_fga3_2,avg_ftm_2,avg_fta_2,avg_or_2,avg_dr_2,avg_ast_2,avg_to_2,avg_stl_2,avg_blk_2,avg_pf_2,W_last_8_2,L_last_8_2,n_played_last_8_2,H_W_last_8_2,H_L_last_8_2,A_W_last_8_2,A_L_last_8_2,N_W_last_8_2,N_L_last_8_2,avg_ppg_last_8_2,avg_ppga_last_8_2,avg_fgm_last_8_2,avg_fga_last_8_2,avg_fgm3_last_8_2,avg_fga3_last_8_2,avg_ftm_last_8_2,avg_fta_last_8_2,avg_or_last_8_2,avg_dr_last_8_2,avg_ast_last_8_2,avg_to_last_8_2,avg_stl_last_8_2,avg_blk_last_8_2,avg_pf_last_8_2,result
136,Holy Cross,Marquette,0.573,0.641,4.1424151095,4.1424151095,0.0,14.0,25.0,4.0,29.0,11.0,3.0,10.0,0.0,4.0,1.0,69.3448275862,58.2068965517,24.2068965517,52.724137931,5.31034482759,14.7586206897,15.6206896552,22.1379310345,12.0689655172,24.3103448276,15.4137931034,13.9310344828,7.96551724138,4.48275862069,18.3793103448,8.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,66.875,54.25,23.375,51.75,5.75,14.75,14.375,21.25,13.0,25.125,15.25,12.125,6.625,5.25,17.0,3.0,23.0,5.0,28.0,15.0,3.0,7.0,1.0,1.0,1.0,78.3928571429,67.6785714286,27.2142857143,56.25,5.78571428571,15.25,18.1785714286,23.6071428571,13.1071428571,24.0714285714,16.3214285714,13.5714285714,6.0,3.64285714286,18.6428571429,6.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,77.375,71.5,25.5,53.875,6.25,14.625,20.125,25.625,13.75,25.125,16.125,16.5,5.0,3.375,19.625,lose
136,Missouri,S Illinois,0.61,0.598,4.1424151095,4.1424151095,0.0,6.0,21.0,10.0,31.0,14.0,7.0,3.0,1.0,4.0,2.0,71.7741935484,66.4838709677,26.1612903226,59.1935483871,7.48387096774,20.9677419355,11.9677419355,18.1612903226,13.4838709677,25.9032258065,13.7419354839,13.6129032258,5.70967741935,4.32258064516,16.8709677419,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,64.75,62.875,23.125,54.625,6.375,19.625,12.125,16.625,9.5,24.625,11.0,11.875,5.0,4.5,17.375,11.0,24.0,6.0,30.0,14.0,5.0,8.0,0.0,2.0,1.0,74.5333333333,68.1,27.3666666667,57.8666666667,6.1,15.8333333333,13.7,19.4,10.8333333333,22.4666666667,13.5666666667,12.5,7.96666666667,3.2,19.3333333333,7.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,69.875,64.875,25.625,55.625,4.375,14.375,14.25,18.0,9.625,21.5,12.875,9.875,9.125,3.125,17.0,win
136,Notre Dame,WI-Milwkee,0.626,0.587,4.1424151095,4.1424151095,0.0,5.0,22.0,9.0,31.0,14.0,6.0,4.0,2.0,4.0,1.0,80.0967741935,71.1935483871,27.2258064516,60.6774193548,8.29032258065,21.7741935484,17.3548387097,22.8387096774,11.3870967742,26.8709677419,16.9032258065,12.7741935484,7.45161290323,5.64516129032,16.2258064516,3.0,5.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,81.125,81.25,27.5,61.75,9.625,24.125,16.5,22.125,12.75,25.375,17.5,12.625,5.625,4.75,15.125,12.0,23.0,7.0,30.0,12.0,6.0,9.0,0.0,2.0,1.0,77.1,69.9333333333,27.2666666667,57.6333333333,7.76666666667,21.8,14.8,21.4333333333,11.5333333333,23.0,17.1,14.8666666667,8.8,3.6,20.1333333333,6.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,78.125,65.625,26.5,56.125,8.0,21.625,17.125,24.0,10.875,26.625,14.75,12.875,8.125,4.875,17.875,win
136,S Car State,Oklahoma,0.492,0.638,4.1424151095,4.1424151095,0.0,16.0,20.0,10.0,30.0,8.0,7.0,9.0,2.0,3.0,1.0,72.8,71.2666666667,24.8,54.3666666667,5.16666666667,15.4666666667,18.0333333333,25.8,12.9666666667,24.2666666667,10.2666666667,19.4666666667,8.0,2.9,20.7333333333,7.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,75.375,69.375,24.25,53.25,3.875,13.5,23.0,32.0,14.0,27.375,11.625,19.875,6.75,2.875,20.0,1.0,24.0,6.0,30.0,15.0,3.0,5.0,1.0,4.0,2.0,71.1666666667,60.1666666667,25.2666666667,56.5333333333,7.46666666667,18.9666666667,13.1666666667,18.6,12.1333333333,24.9666666667,14.1666666667,11.8,6.93333333333,3.76666666667,18.6,6.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,66.875,61.75,23.125,53.75,8.125,19.625,12.5,18.875,10.875,25.5,13.75,12.625,5.0,4.0,19.375,lose
136,San Diego,Stanford,0.54,0.618,4.1424151095,4.1424151095,0.0,13.0,17.0,11.0,28.0,8.0,6.0,9.0,5.0,0.0,0.0,74.6785714286,71.5714285714,25.2142857143,53.5357142857,6.92857142857,18.0357142857,17.3214285714,26.3214285714,11.5357142857,26.3571428571,16.3928571429,18.1785714286,5.39285714286,3.42857142857,20.1428571429,6.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,78.375,67.0,27.0,55.375,7.75,16.625,16.625,24.875,11.375,28.75,17.25,16.375,5.625,3.5,18.625,4.0,23.0,8.0,31.0,14.0,3.0,7.0,3.0,2.0,2.0,72.2580645161,66.9677419355,25.6451612903,58.0322580645,6.93548387097,19.3870967742,14.0322580645,20.7741935484,13.7419354839,25.1290322581,14.6451612903,14.3225806452,5.51612903226,3.35483870968,18.5161290323,6.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,77.375,70.25,27.375,61.0,7.125,20.625,15.5,21.375,14.625,25.125,16.0,13.375,5.25,2.625,18.625,lose
136,Tulsa,Dayton,0.552,0.618,4.1424151095,4.1424151095,0.0,13.0,22.0,9.0,31.0,14.0,6.0,6.0,3.0,2.0,0.0,73.5161290323,65.2580645161,26.3870967742,57.0322580645,6.64516129032,18.3225806452,14.0967741935,19.3870967742,11.1612903226,25.8064516129,14.7741935484,14.3225806452,7.58064516129,5.0,17.3225806452,7.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,71.625,59.0,25.0,55.375,6.875,16.75,14.75,20.0,11.125,29.25,15.125,13.75,6.25,4.375,16.875,4.0,24.0,5.0,29.0,17.0,4.0,7.0,1.0,0.0,0.0,72.7931034483,66.3103448276,24.4827586207,54.2068965517,7.51724137931,20.8620689655,16.3103448276,22.7931034483,13.4827586207,23.1724137931,15.2068965517,13.3103448276,5.37931034483,2.93103448276,17.5862068966,7.0,1.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,73.5,66.0,26.0,57.375,7.875,21.625,13.625,18.625,14.5,22.625,17.125,11.75,4.875,3.125,16.5,win
136,Weber State,Wisconsin,0.591,0.614,4.1424151095,4.1424151095,0.0,12.0,25.0,4.0,29.0,12.0,3.0,9.0,0.0,4.0,1.0,74.2068965517,67.1724137931,24.6206896552,52.8620689655,6.10344827586,18.2068965517,18.8620689655,25.6896551724,10.3448275862,22.7586206897,14.275862069,12.4482758621,6.75862068966,0.655172413793,18.8620689655,8.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,75.5,64.125,25.125,53.125,5.625,17.0,19.625,26.375,11.125,22.75,15.125,12.25,7.75,1.0,19.625,5.0,22.0,7.0,29.0,16.0,5.0,6.0,1.0,0.0,1.0,70.724137931,58.6896551724,25.0344827586,53.8965517241,6.24137931034,17.3793103448,14.4137931034,19.4482758621,10.3103448276,22.5517241379,13.3103448276,10.5172413793,6.96551724138,2.8275862069,14.8275862069,6.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,63.125,55.375,21.5,50.875,7.625,20.875,12.5,16.625,8.375,20.625,12.625,8.75,6.125,2.375,13.25,lose
137,Auburn,St Josephs,0.57,0.607,4.1424151095,4.1424151095,0.0,10.0,19.0,11.0,30.0,13.0,5.0,3.0,4.0,3.0,2.0,70.1,65.5666666667,25.7,54.7,5.63333333333,16.3333333333,13.0666666667,19.7333333333,11.9333333333,22.5666666667,13.4,15.9,8.03333333333,4.96666666667,16.3666666667,3.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,62.125,69.625,23.625,55.625,5.375,16.125,9.5,15.375,11.0,18.625,11.125,13.875,6.875,4.125,15.625,7.0,23.0,6.0,29.0,11.0,5.0,8.0,1.0,4.0,0.0,70.6206896552,59.275862069,24.2413793103,54.4137931034,8.03448275862,21.8620689655,14.1034482759,20.6551724138,11.1724137931,24.1379310345,14.0,12.9310344828,7.20689655172,5.55172413793,18.7586206897,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,69.375,63.875,23.375,55.625,7.5,23.0,15.125,20.375,12.625,24.375,11.375,12.0,5.5,4.75,19.0,win
137,Butler,Miss State,0.602,0.6,4.1424151095,4.1424151095,0.0,12.0,24.0,5.0,29.0,11.0,5.0,10.0,0.0,3.0,0.0,68.5862068966,60.9310344828,24.0689655172,50.6551724138,8.48275862069,21.8620689655,11.9655172414,16.5517241379,7.8275862069,20.3793103448,12.9655172414,10.4137931034,6.34482758621,1.86206896552,16.0689655172,7.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,67.125,62.125,24.5,50.875,7.75,22.125,10.375,15.0,7.25,21.375,13.25,11.0,5.625,2.125,14.875,5.0,21.0,9.0,30.0,12.0,6.0,4.0,2.0,5.0,1.0,70.1666666667,60.1666666667,26.3333333333,55.8,5.56666666667,16.2,11.9333333333,17.6333333333,12.6666666667,24.6,14.5,15.6333333333,8.73333333333,3.73333333333,15.9,4.0,4.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,61.75,58.875,22.75,52.0,6.5,17.375,9.75,14.375,9.875,20.375,12.125,13.125,7.625,3.375,16.125,win
137,Sam Hous St,Florida,0.538,0.63,4.1424151095,4.1424151095,0.0,15.0,21.0,6.0,27.0,14.0,5.0,7.0,0.0,0.0,1.0,71.7777777778,65.2592592593,24.2962962963,53.3703703704,6.48148148148,18.0740740741,16.7037037037,23.5185185185,10.7777777778,25.962962963,15.5925925926,15.7037037037,7.81481481481,5.59259259259,19.5925925926,7.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,70.625,63.0,24.0,52.375,5.0,15.875,17.625,24.625,12.0,25.5,16.375,15.625,7.0,5.625,18.25,2.0,24.0,7.0,31.0,15.0,3.0,7.0,1.0,2.0,3.0,75.9032258065,64.6774193548,26.935483871,56.5161290323,8.67741935484,22.1290322581,13.3548387097,18.935483871,10.8064516129,24.2580645161,16.4193548387,13.3870967742,7.77419354839,4.09677419355,16.9032258065,4.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,73.875,67.125,27.0,54.875,7.875,19.75,12.0,17.375,9.125,24.375,16.0,12.375,6.75,3.125,18.375,lose
137,Indiana,Alabama,0.582,0.589,4.1424151095,4.1424151095,0.0,7.0,20.0,12.0,32.0,11.0,9.0,2.0,1.0,7.0,2.0,70.53125,67.0,23.4375,54.9375,7.53125,21.625,16.125,22.625,11.21875,25.625,13.8125,11.5,4.4375,5.34375,18.0625,5.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,72.0,69.125,23.0,51.875,8.25,20.625,17.75,24.375,10.625,22.875,15.5,10.375,3.5,4.875,17.75,10.0,17.0,11.0,28.0,13.0,8.0,1.0,2.0,3.0,1.0,69.2857142857,65.0,24.0357142857,57.1785714286,6.35714285714,19.8571428571,14.8571428571,20.9285714286,13.5714285714,23.9285714286,12.1071428571,13.2857142857,6.60714285714,3.78571428571,18.0357142857,4.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,72.875,67.75,26.25,57.0,7.25,19.375,13.125,18.375,12.25,23.25,11.625,13.375,6.625,3.125,18.0,win
137,IUPUI,Kentucky,0.493,0.655,4.1424151095,4.1424151095,0.0,16.0,19.0,13.0,32.0,8.0,8.0,7.0,3.0,4.0,2.0,71.25,70.40625,24.4375,53.9375,6.5,18.59375,15.875,22.625,11.6875,20.90625,13.375,15.90625,8.1875,1.8125,19.34375,7.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,72.375,62.0,24.75,53.875,6.375,18.375,16.5,23.125,13.0,18.75,13.875,13.375,9.25,1.875,18.0,1.0,29.0,3.0,32.0,12.0,1.0,10.0,1.0,7.0,1.0,77.53125,64.09375,28.46875,58.40625,5.90625,16.59375,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375,8.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,77.75,60.625,28.5,57.5,5.875,15.25,14.875,21.5,11.75,27.125,14.875,14.125,7.875,4.75,16.375,lose
137,Austin Peay,Louisville,0.56,0.621,4.1424151095,4.1424151095,0.0,13.0,20.0,7.0,27.0,11.0,7.0,6.0,0.0,3.0,0.0,69.7037037037,67.7037037037,23.5555555556,52.0740740741,6.0,17.1851851852,16.5925925926,24.0,10.6296296296,24.2222222222,13.4074074074,15.2222222222,7.03703703704,4.66666666667,18.6666666667,7.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,69.5,63.875,23.5,52.25,6.0,17.875,16.5,24.625,11.5,25.375,12.75,12.625,6.5,2.875,17.25,4.0,24.0,6.0,30.0,16.0,3.0,8.0,2.0,0.0,1.0,81.8333333333,68.4666666667,27.9666666667,60.8333333333,8.43333333333,23.4,17.4666666667,25.1,13.2,25.1,16.6,13.3666666667,7.2,4.73333333333,22.6666666667,5.0,3.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,81.75,76.5,27.75,63.5,8.375,23.875,17.875,27.75,15.0,23.75,15.5,12.5,8.0,4.25,24.0,lose
137,Maryland,NC-Wilmgton,0.594,0.576,4.1424151095,4.1424151095,0.0,6.0,19.0,9.0,28.0,14.0,4.0,4.0,2.0,1.0,3.0,80.7857142857,66.8571428571,29.4285714286,63.3571428571,6.75,16.9642857143,15.1785714286,21.5714285714,13.75,26.75,18.8928571429,14.1071428571,10.8928571429,6.60714285714,19.0,5.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,79.875,68.875,28.5,61.125,7.625,17.875,15.25,21.0,11.875,26.625,19.625,12.875,9.875,5.75,20.25,11.0,24.0,6.0,30.0,11.0,5.0,10.0,1.0,3.0,0.0,71.3666666667,59.6,26.0333333333,56.4,6.76666666667,18.4,12.5333333333,18.2,9.96666666667,23.1333333333,14.6666666667,11.4666666667,9.2,1.9,18.4333333333,8.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,71.375,54.25,26.875,58.125,7.375,20.25,10.25,16.125,10.5,24.625,15.375,9.375,9.125,2.0,16.0,win
