season,team,seed,W,L,n_played,H_W,H_L,A_W,A_L,N_W,N_L,avg_ppg,avg_ppga,avg_fgm,avg_fga,avg_fgm3,avg_fga3,avg_ftm,avg_fta,avg_or,avg_dr,avg_ast,avg_to,avg_stl,avg_blk,avg_pf,W_last_8,L_last_8,n_played_last_8,H_W_last_8,H_L_last_8,A_W_last_8,A_L_last_8,N_W_last_8,N_L_last_8,avg_ppg_last_8,avg_ppga_last_8,avg_fgm_last_8,avg_fga_last_8,avg_fgm3_last_8,avg_fga3_last_8,avg_ftm_last_8,avg_fta_last_8,avg_or_last_8,avg_dr_last_8,avg_ast_last_8,avg_to_last_8,avg_stl_last_8,avg_blk_last_8,avg_pf_last_8
2003,1116,16,9,19,28,8,9,1,8,0,2,61.642857142857146,66.53571428571429,21.821428571428573,55.57142857142857,6.071428571428571,19.571428571428573,11.928571428571429,19.571428571428566,14.535714285714286,23.428571428571427,9.82142857142857,16.678571428571427,6.464285714285714,3.5357142857142856,20.928571428571434,2,6,1.0,1,3,1,2,0,1,56.0,66.5,21.0,56.5,6.375,20.375,7.625,14.5,13.5,22.875,9.0,14.625,6.625,3.375,19.875
2003,1117,16,11,15,26,7,9,3,5,1,1,71.11538461538461,69.80769230769229,23.692307692307693,54.69230769230769,7.923076923076923,21.346153846153843,15.807692307692303,21.423076923076923,10.961538461538462,20.384615384615383,11.923076923076923,13.26923076923077,7.153846153846154,1.6538461538461537,21.423076923076923,4,4,1.0,3,2,1,1,0,1,72.875,73.75,23.875,52.625,8.875,20.875,16.25,22.625,9.875,20.75,12.375,12.875,5.0,1.875,22.75
2003,1119,16,3,22,25,2,12,1,9,0,1,53.68,67.47999999999998,19.6,47.6,5.88,16.52,8.6,12.72,7.919999999999998,21.56,11.72,17.360000000000003,5.56,1.6,19.320000000000004,0,8,1.0,0,3,0,4,0,1,50.25,62.5,19.25,47.375,5.125,15.0,6.625,10.875,7.125,20.5,11.875,14.75,5.5,1.75,17.875
2003,1120,10,19,11,30,13,5,3,4,3,2,70.1,65.56666666666668,25.7,54.7,5.633333333333334,16.333333333333332,13.066666666666666,19.733333333333334,11.933333333333334,22.566666666666666,13.4,15.9,8.033333333333333,4.966666666666667,16.366666666666667,3,5,1.0,1,2,1,2,1,1,62.125,69.625,23.625,55.625,5.375,16.125,9.5,15.375,11.0,18.625,11.125,13.875,6.875,4.125,15.625
2003,1122,13,20,7,27,11,7,6,0,3,0,69.70370370370372,67.70370370370371,23.555555555555557,52.074074074074076,6.0,17.185185185185187,16.59259259259259,24.0,10.62962962962963,24.22222222222222,13.407407407407407,15.222222222222218,7.037037037037037,4.666666666666668,18.666666666666664,7,1,1.0,4,1,1,0,2,0,69.5,63.875,23.5,52.25,6.0,17.875,16.5,24.625,11.5,25.375,12.75,12.625,6.5,2.875,17.25
2003,1123,16,13,17,30,9,11,2,5,2,1,73.3,76.03333333333332,25.933333333333334,60.46666666666667,5.366666666666666,16.666666666666675,16.066666666666666,22.133333333333333,13.166666666666666,21.733333333333334,10.5,12.833333333333334,5.2,2.2,22.866666666666667,2,6,1.0,1,4,1,2,0,0,78.75,85.125,27.5,63.375,6.625,15.25,17.125,23.5,13.125,19.0,11.75,12.75,6.75,2.25,25.25
2003,1124,16,14,14,28,10,7,2,6,2,1,68.99999999999999,68.39285714285714,23.607142857142858,58.0,9.071428571428573,26.535714285714285,12.714285714285714,17.535714285714285,11.714285714285714,23.178571428571427,14.214285714285714,13.285714285714286,8.321428571428566,2.9642857142857144,15.750000000000004,4,4,1.0,2,2,2,1,0,1,67.5,70.25,23.75,59.125,9.0,27.625,11.0,15.875,11.0,24.875,14.25,12.25,7.625,2.75,15.75
2003,1125,16,16,12,28,7,8,7,3,2,1,72.4642857142857,70.71428571428571,25.5,54.75,8.17857142857143,22.25,13.285714285714286,18.928571428571427,10.535714285714286,23.64285714285714,16.892857142857142,16.928571428571427,9.071428571428573,1.7142857142857142,18.357142857142858,5,3,1.0,4,2,1,1,0,0,76.0,69.375,26.75,57.375,8.375,24.0,14.125,20.75,12.5,21.625,16.25,14.625,10.625,1.625,18.25
2003,1126,16,8,22,30,4,14,3,7,1,1,64.69999999999999,72.89999999999996,23.1,55.9,5.7,15.933333333333334,12.8,18.466666666666665,12.3,20.43333333333333,10.966666666666667,15.866666666666667,8.266666666666664,1.8,19.433333333333334,2,6,1.0,1,2,0,3,1,1,70.625,72.75,24.125,58.875,5.5,16.25,16.875,24.5,13.375,22.125,11.0,15.625,9.875,2.875,21.375
2003,1127,16,14,13,27,9,11,4,2,1,0,66.55555555555556,66.18518518518519,24.037037037037038,57.18518518518518,7.666666666666667,21.925925925925927,10.814814814814813,16.0,11.703703703703704,24.22222222222222,12.703703703703704,15.074074074074074,6.444444444444445,6.481481481481482,18.25925925925926,3,5,1.0,2,4,1,1,0,0,66.25,68.5,24.375,56.125,7.25,21.875,10.25,15.5,9.25,21.875,12.75,11.75,5.875,6.75,17.5
2003,1128,16,17,9,26,10,7,7,2,0,0,67.84615384615384,64.69230769230771,22.03846153846154,49.76923076923077,7.6923076923076925,21.653846153846153,16.076923076923077,22.23076923076923,10.653846153846153,21.461538461538467,13.384615384615385,15.653846153846153,7.884615384615385,3.9615384615384617,18.076923076923077,6,2,1.0,4,2,2,0,0,0,68.125,65.0,20.875,46.375,7.5,21.125,18.875,23.75,8.0,21.625,13.0,16.125,7.0,3.375,16.625
2003,1129,16,12,16,28,8,8,4,7,0,1,65.89285714285715,66.92857142857143,23.071428571428573,56.17857142857143,5.178571428571429,17.392857142857142,14.571428571428571,20.892857142857142,11.178571428571429,21.928571428571427,11.642857142857142,14.392857142857142,6.642857142857143,3.8214285714285716,19.5,3,5,1.0,2,3,1,1,0,1,63.25,61.5,22.75,55.625,6.375,19.875,11.375,17.25,11.5,22.25,12.5,14.375,6.0,2.875,20.0
2003,1130,16,18,11,29,9,3,9,5,0,3,79.65517241379311,76.34482758620689,27.96551724137931,59.6551724137931,6.0,17.41379310344827,17.724137931034484,25.655172413793103,13.793103448275861,22.06896551724138,16.999999999999993,13.344827586206897,7.000000000000001,2.896551724137931,18.965517241379303,6,2,1.0,3,0,3,1,0,1,74.0,72.0,23.75,56.125,5.875,17.5,20.625,27.375,14.5,19.125,14.0,13.75,6.25,2.5,17.75
2003,1131,16,20,10,30,9,7,8,3,3,0,68.10000000000001,63.266666666666666,23.633333333333333,54.9,6.566666666666666,19.333333333333332,14.266666666666667,19.2,11.0,24.4,13.566666666666666,13.366666666666667,5.7,3.466666666666667,20.166666666666668,6,2,1.0,3,1,1,1,2,0,67.0,59.75,22.75,52.625,6.125,18.25,15.375,21.75,9.625,23.25,13.0,10.625,6.25,4.625,20.625
2003,1132,16,11,16,27,6,10,4,4,1,2,66.4814814814815,70.62962962962963,21.22222222222222,48.370370370370374,6.2592592592592595,17.111111111111107,17.77777777777778,24.11111111111111,8.66666666666667,22.11111111111111,12.74074074074074,16.666666666666668,7.148148148148148,2.5185185185185186,22.185185185185187,3,5,1.0,2,2,1,2,0,1,69.75,75.0,20.25,44.75,6.5,16.25,22.75,29.375,8.375,22.0,13.125,18.0,8.0,2.5,24.0
2003,1133,16,11,18,29,6,10,3,7,2,1,72.31034482758618,72.37931034482759,24.724137931034484,56.6551724137931,6.379310344827586,17.758620689655167,16.48275862068966,23.413793103448278,11.0,23.24137931034483,12.551724137931034,14.172413793103448,7.448275862068965,1.6896551724137931,20.344827586206897,4,4,1.0,2,1,2,2,0,1,72.125,69.375,23.875,54.875,7.125,20.125,17.25,22.375,11.375,21.75,12.0,11.75,7.375,1.25,19.875
2003,1135,16,17,11,28,7,6,10,3,0,2,73.9642857142857,72.07142857142858,24.392857142857142,52.857142857142854,6.571428571428571,17.750000000000004,18.607142857142858,25.0,9.535714285714286,23.357142857142858,14.571428571428571,15.678571428571429,7.642857142857143,3.6785714285714284,17.607142857142854,6,2,1.0,3,1,3,1,0,0,78.0,71.0,25.5,51.75,8.0,18.25,19.0,25.125,9.25,24.375,16.5,14.625,7.0,3.375,16.125
2003,1137,16,13,15,28,6,9,4,4,3,2,57.67857142857143,59.32142857142857,19.0,47.0,5.821428571428571,17.21428571428572,13.857142857142858,21.750000000000004,9.714285714285717,22.035714285714285,11.678571428571429,15.821428571428571,5.785714285714286,2.142857142857143,17.785714285714285,4,4,1.0,1,1,2,2,1,1,55.625,57.5,18.5,47.625,5.625,16.75,13.0,21.25,9.75,21.0,12.0,13.75,5.625,2.5,17.75
2003,1138,16,5,23,28,5,15,0,8,0,0,64.82142857142857,72.21428571428571,23.285714285714285,57.92857142857143,5.392857142857143,18.464285714285715,12.857142857142858,19.14285714285714,13.571428571428571,22.642857142857142,12.642857142857142,14.5,6.428571428571429,2.0714285714285716,22.714285714285715,1,7,1.0,1,4,0,3,0,0,61.875,78.625,21.625,58.75,6.125,20.625,12.5,19.75,15.125,22.625,11.75,15.625,5.875,2.625,23.375
2003,1139,12,24,5,29,11,5,10,0,3,0,68.58620689655172,60.93103448275862,24.06896551724138,50.6551724137931,8.482758620689655,21.862068965517242,11.96551724137931,16.551724137931036,7.827586206896551,20.379310344827587,12.96551724137931,10.413793103448272,6.344827586206897,1.8620689655172413,16.068965517241374,7,1,1.0,3,1,3,0,1,0,67.125,62.125,24.5,50.875,7.75,22.125,10.375,15.0,7.25,21.375,13.25,11.0,5.625,2.125,14.875
2003,1140,12,23,8,31,13,5,6,1,4,2,72.4516129032258,63.677419354838705,24.032258064516128,51.25806451612903,6.193548387096774,16.12903225806452,18.193548387096776,24.161290322580644,10.870967741935484,24.419354838709676,13.419354838709678,13.741935483870968,6.935483870967742,2.5161290322580645,21.419354838709676,6,2,1.0,3,1,2,0,1,1,70.5,63.25,24.5,52.25,5.125,16.25,16.375,21.125,10.375,22.0,12.125,10.125,7.125,1.625,20.125
2003,1141,11,23,6,29,11,5,9,1,3,0,79.34482758620689,73.24137931034481,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.000000000000001,20.96551724137931,7,1,1.0,2,0,2,1,3,0,84.875,70.75,26.375,51.125,8.125,19.0,24.0,29.25,11.75,22.875,16.375,16.625,8.125,4.125,19.0
2003,1142,16,15,14,29,6,6,6,6,3,2,67.51724137931035,68.37931034482759,23.586206896551722,55.55172413793103,6.413793103448276,20.20689655172414,13.931034482758621,19.448275862068964,11.517241379310345,23.379310344827587,12.448275862068966,15.827586206896552,6.9655172413793105,3.827586206896552,19.448275862068964,5,3,1.0,2,1,1,1,2,1,68.75,63.625,23.875,55.75,6.125,19.125,14.875,19.0,10.125,22.125,14.125,12.75,7.625,3.125,17.875
2003,1143,8,21,8,29,13,4,7,1,1,3,74.48275862068967,69.7586206896552,27.344827586206897,58.724137931034484,6.413793103448276,17.034482758620694,13.379310344827585,19.517241379310352,11.24137931034483,24.379310344827587,16.000000000000004,14.172413793103448,6.551724137931035,2.793103448275862,17.10344827586207,4,4,1.0,2,2,1,1,1,1,70.375,71.0,26.875,61.625,6.375,18.375,10.25,14.375,13.125,22.5,14.75,12.875,4.875,2.625,17.0
2003,1144,16,4,22,26,4,13,0,8,0,1,65.03846153846155,78.23076923076921,22.96153846153846,52.07692307692308,6.269230769230769,17.92307692307692,12.846153846153847,18.384615384615383,7.846153846153846,19.846153846153847,14.5,16.0,6.1923076923076925,2.730769230769231,16.576923076923073,1,7,1.0,1,4,0,3,0,0,64.125,80.625,22.75,54.0,5.375,17.0,13.25,19.75,10.125,19.625,12.5,15.75,5.875,2.0,14.875
2003,1145,16,10,18,28,6,10,3,7,1,1,70.25,71.14285714285715,26.392857142857142,60.142857142857146,5.928571428571429,17.250000000000007,11.535714285714288,16.357142857142854,11.5,25.25,15.642857142857142,14.321428571428571,8.142857142857142,3.392857142857143,19.35714285714286,2,6,1.0,2,3,0,2,0,1,69.0,72.625,25.25,58.5,6.0,16.75,12.5,17.625,10.125,26.125,15.75,13.75,7.625,2.75,18.125
2003,1147,16,10,14,24,5,10,5,1,0,3,72.62500000000001,77.87499999999997,25.375,56.041666666666664,4.333333333333333,13.583333333333334,17.541666666666668,22.791666666666668,11.041666666666666,18.5,12.041666666666666,16.083333333333332,8.125000000000002,3.7083333333333335,20.416666666666668,4,4,1.0,2,3,2,1,0,0,80.375,77.0,28.5,58.0,4.0,13.0,19.375,24.625,11.25,18.875,12.75,13.25,7.25,3.125,20.5
2003,1148,16,15,13,28,9,7,5,4,1,2,67.53571428571429,67.10714285714286,24.428571428571427,52.82142857142857,5.357142857142857,14.25,13.321428571428571,17.821428571428573,11.5,21.89285714285714,11.464285714285714,15.464285714285714,5.785714285714286,1.6428571428571428,15.535714285714286,3,5,1.0,1,3,2,1,0,1,64.875,63.125,25.125,52.25,4.5,12.125,10.125,16.0,11.125,24.875,12.125,16.875,6.25,1.75,15.25
2003,1149,16,12,14,26,7,9,5,4,0,1,64.6923076923077,66.00000000000001,24.346153846153847,55.07692307692308,3.8461538461538463,13.807692307692308,12.153846153846153,16.30769230769231,10.76923076923077,21.26923076923077,12.461538461538462,14.653846153846153,9.76923076923077,3.1923076923076925,19.23076923076923,3,5,1.0,3,3,0,2,0,0,60.0,62.5,23.0,53.875,3.875,13.375,10.125,15.5,12.375,20.375,8.875,16.125,9.375,2.75,19.25
2003,1150,16,13,16,29,11,11,2,4,0,1,68.44827586206895,69.89655172413794,23.82758620689655,60.13793103448276,7.965517241379311,23.93103448275862,12.827586206896552,20.24137931034483,14.655172413793103,23.275862068965516,14.517241379310345,13.724137931034482,8.482758620689657,2.0344827586206895,18.344827586206893,4,4,1.0,3,3,1,0,0,1,63.25,69.75,21.75,59.25,7.0,21.875,12.75,20.625,15.875,23.5,12.25,13.375,6.375,1.75,18.875
2003,1151,16,19,9,28,9,5,8,3,2,1,79.82142857142857,75.60714285714286,27.5,57.42857142857143,7.464285714285714,20.25,17.357142857142854,22.857142857142858,12.607142857142858,23.071428571428573,16.178571428571427,16.464285714285715,7.142857142857143,3.1785714285714284,18.571428571428566,5,3,1.0,1,1,2,1,2,1,85.5,77.25,30.25,59.875,7.5,18.75,17.5,22.125,13.125,22.25,18.375,15.625,8.25,2.0,18.0
2003,1152,16,3,27,30,2,14,0,10,1,3,63.20000000000002,74.96666666666667,23.533333333333335,53.233333333333334,3.8,11.433333333333334,12.333333333333334,19.966666666666665,12.033333333333333,20.733333333333334,12.1,17.433333333333334,7.2,1.6666666666666667,22.033333333333342,0,8,1.0,0,4,0,3,0,1,62.75,71.625,22.5,49.125,3.5,10.375,14.25,21.5,12.125,17.625,11.5,17.75,7.5,1.0,23.125
2003,1153,8,17,11,28,12,7,3,3,2,1,67.32142857142858,61.5,22.892857142857142,56.67857142857143,6.678571428571429,19.5,14.857142857142858,21.535714285714285,12.142857142857142,23.392857142857142,12.285714285714286,10.607142857142856,5.178571428571429,4.250000000000001,18.96428571428572,3,5,1.0,3,3,0,1,0,1,66.25,66.75,21.25,57.25,6.5,20.625,17.25,24.75,11.5,24.25,12.125,10.625,4.125,5.25,20.875
2003,1154,16,4,20,24,3,11,1,8,0,1,63.083333333333336,71.375,21.791666666666668,54.416666666666664,6.166666666666667,19.666666666666668,13.333333333333334,20.083333333333332,11.0,21.66666666666666,13.083333333333334,16.333333333333332,7.458333333333333,3.0416666666666665,20.125000000000004,0,8,1.0,0,3,0,4,0,1,63.25,71.5,23.625,55.75,6.0,18.625,10.0,16.875,9.875,22.25,14.125,15.375,7.125,2.0,20.0
2003,1155,16,15,13,28,13,8,1,4,1,1,68.42857142857144,68.10714285714285,24.464285714285715,55.392857142857146,4.821428571428571,13.892857142857142,14.67857142857143,22.357142857142854,13.428571428571429,22.428571428571427,12.535714285714286,13.464285714285714,7.107142857142857,2.642857142857143,19.107142857142858,3,5,1.0,2,3,1,1,0,1,65.5,71.625,23.25,59.625,5.0,15.375,14.0,20.75,14.375,21.125,11.375,11.25,6.875,2.25,20.625
2003,1156,16,8,22,30,5,12,2,8,1,2,65.63333333333334,73.2,22.9,51.333333333333336,5.9,15.9,13.933333333333334,21.133333333333333,10.433333333333335,21.0,13.533333333333333,17.23333333333333,7.066666666666666,4.4333333333333345,19.466666666666672,1,7,1.0,1,4,0,3,0,0,68.875,77.75,24.25,52.5,7.125,17.5,13.25,20.625,10.625,19.625,13.0,16.25,7.125,5.125,19.375
2003,1157,16,11,15,26,6,11,5,4,0,0,67.2692307692308,69.88461538461539,23.884615384615383,54.96153846153846,5.884615384615385,15.961538461538462,13.615384615384615,18.576923076923073,13.346153846153847,22.115384615384617,12.23076923076923,16.846153846153847,6.230769230769231,1.5769230769230769,21.192307692307693,3,5,1.0,3,4,0,1,0,0,67.5,68.0,23.0,54.375,6.75,17.375,14.75,20.0,12.875,20.5,12.0,16.375,6.125,1.625,21.375
2003,1158,16,22,7,29,10,4,7,2,5,1,73.34482758620689,68.65517241379311,25.310344827586206,58.03448275862069,9.068965517241379,23.206896551724135,13.655172413793103,19.93103448275862,10.89655172413793,23.93103448275862,14.448275862068966,14.068965517241379,7.344827586206897,4.379310344827586,18.93103448275862,6,2,1.0,3,1,2,0,1,1,79.75,73.75,26.375,61.75,10.5,25.125,16.5,22.5,12.125,26.25,15.5,14.25,5.875,5.625,18.875
2003,1159,16,12,14,26,7,8,5,4,0,2,65.88461538461539,67.76923076923079,24.46153846153846,56.42307692307692,6.576923076923077,18.653846153846153,10.384615384615385,15.076923076923077,10.576923076923077,21.884615384615383,13.961538461538462,14.307692307692308,6.884615384615385,1.6923076923076923,19.153846153846153,5,3,1.0,2,1,3,1,0,1,70.375,66.75,24.5,51.875,7.375,19.0,14.0,18.75,6.875,22.125,14.0,13.625,6.75,2.0,20.0
2003,1160,10,20,11,31,14,9,3,1,3,1,75.51612903225808,70.06451612903223,27.193548387096776,61.32258064516129,4.967741935483871,15.258064516129032,16.161290322580644,23.93548387096774,14.483870967741936,27.967741935483872,13.387096774193548,14.0,6.129032258064516,6.645161290322581,17.709677419354843,5,3,1.0,3,2,1,0,1,1,73.875,72.125,26.125,63.25,4.25,14.625,17.375,25.25,15.375,26.75,13.0,11.5,5.25,8.0,18.375
2003,1161,14,17,13,30,12,9,3,4,2,0,74.0,72.66666666666666,26.4,52.1,4.2,11.566666666666666,17.000000000000007,24.266666666666666,10.8,23.466666666666665,15.5,16.13333333333334,5.333333333333333,4.233333333333335,20.566666666666666,5,3,1.0,1,2,2,1,2,0,71.5,71.0,25.0,49.125,4.5,11.875,17.0,23.25,7.75,22.0,14.75,13.375,4.25,4.0,20.375
2003,1162,16,2,25,27,1,13,1,9,0,3,49.629629629629626,62.074074074074076,16.92592592592593,45.407407407407405,5.037037037037037,16.629629629629626,10.74074074074074,16.0,9.444444444444445,21.62962962962963,9.703703703703702,17.074074074074076,5.185185185185185,3.4444444444444446,18.259259259259263,0,8,1.0,0,6,0,2,0,0,52.375,64.625,17.5,44.625,5.625,18.25,11.75,17.5,8.25,23.0,9.625,19.125,5.75,3.875,18.75
2003,1163,5,21,9,30,14,6,5,2,2,1,80.03333333333333,71.40000000000003,29.533333333333335,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.733333333333333,18.39999999999999,5,3,1.0,1,1,2,1,2,1,76.375,70.0,28.875,60.625,5.375,14.5,13.25,20.625,14.0,28.25,13.875,15.75,5.0,7.625,18.125
2003,1164,16,11,17,28,5,11,6,4,0,2,58.035714285714285,61.642857142857146,21.071428571428573,48.214285714285715,4.42857142857143,11.285714285714286,11.464285714285714,15.678571428571429,9.25,19.428571428571427,9.21428571428571,14.857142857142858,7.321428571428571,2.0714285714285716,15.714285714285714,4,4,1.0,3,1,1,2,0,1,63.125,62.625,20.875,50.75,4.75,12.625,16.625,21.875,9.0,22.125,7.875,15.875,9.625,2.875,18.5
2003,1165,16,8,18,26,4,11,4,7,0,0,59.92307692307692,67.88461538461536,21.346153846153843,50.23076923076923,6.230769230769231,18.576923076923077,10.999999999999998,17.269230769230766,9.307692307692307,22.153846153846153,12.923076923076923,15.461538461538462,7.3076923076923075,2.1153846153846154,18.346153846153847,2,6,1.0,1,5,1,1,0,0,60.75,68.375,20.875,49.5,5.5,17.375,13.5,22.375,9.5,23.75,11.5,15.0,7.75,1.875,18.875
2003,1166,6,29,4,33,17,4,7,0,5,0,79.24242424242425,64.33333333333334,28.696969696969695,57.45454545454545,7.9696969696969715,20.484848484848484,13.878787878787879,20.03030303030303,10.878787878787879,23.181818181818183,16.818181818181813,13.363636363636363,8.393939393939391,4.454545454545454,17.27272727272727,7,1,1.0,3,1,1,0,3,0,70.25,61.125,25.5,56.375,5.625,17.5,13.625,19.0,12.125,23.875,14.375,12.25,6.25,4.625,16.75
2003,1168,16,10,19,29,6,10,4,6,0,3,62.93103448275862,66.65517241379311,22.75862068965517,51.793103448275865,4.758620689655173,13.758620689655173,12.655172413793103,19.517241379310352,12.068965517241379,19.344827586206897,11.689655172413794,13.241379310344827,5.931034482758621,1.5172413793103448,18.0,4,4,1.0,2,1,2,2,0,1,65.625,68.0,22.0,51.0,6.0,15.25,15.625,22.0,12.25,19.5,11.75,12.375,6.125,1.875,17.75
